benchmark,architecture,memory_mb,timeout_sec,idle_gap_sec,invocations,failed_invocations,success_rate,cold_probability,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,profile_source,warm_mean_client_latency_ms,warm_p95_latency_ms,estimated_cold_overhead_ms,estimated_p95_cold_overhead_ms
110.dynamic-html,x64,3008,300,0,1,0,1.0,0.0,1,16.22,16.22,16.22,measured,18.269666666666662,20.6187,-2.0496666666666634,-4.398700000000002
110.dynamic-html,x64,3008,300,120,1,0,1.0,0.0,1,127.921,127.921,127.921,measured,18.269666666666662,20.6187,109.65133333333334,107.3023
110.dynamic-html,x64,3008,300,300,1,0,1.0,0.0,1,57.131,57.131,57.131,measured,18.269666666666662,20.6187,38.861333333333334,36.512299999999996
110.dynamic-html,x64,3008,300,600,1,0,1.0,0.0,1,48.257,48.257,48.257,measured,18.269666666666662,20.6187,29.987333333333336,27.638299999999997
110.dynamic-html,x64,3008,300,900,1,0,1.0,1.0,1,15933.772,15933.772,15933.772,measured,18.269666666666662,20.6187,15915.502333333334,15913.1533
110.dynamic-html,x64,3008,900,-1,1,1,0.0,0.0,0,,,,measured,45.41,62.35099999999999,,
110.dynamic-html,x64,3008,900,0,1,0,1.0,1.0,1,23320.286,23320.286,23320.286,warmup_only,45.41,62.35099999999999,23274.876,23257.935
120.uploader,x64,128,60,-1,1,0,1.0,1.0,1,18084.153,18084.153,18084.153,measured,1339.0873333333332,2598.5008,16745.065666666665,15485.652199999999
120.uploader,x64,128,60,0,3,0,1.0,0.3333333333333333,3,16070.351999999999,17270.676,29194.0461,warmup_only,1339.0873333333332,2598.5008,14731.264666666666,26595.545299999998
120.uploader,x64,128,120,-1,1,1,0.0,0.0,0,,,,measured,2567.7233333333334,6220.7595,,
120.uploader,x64,128,120,0,3,1,0.6666666666666666,0.3333333333333333,2,18650.2135,18650.2135,34531.98565,warmup_only,2567.7233333333334,6220.7595,16082.490166666668,28311.226150000002
120.uploader,x64,128,300,0,3,3,0.0,0.0,0,,,,warmup_only,11152.217000000002,29587.6445,,
120.uploader,x64,128,900,0,1,1,0.0,0.0,0,,,,warmup_only,397.615,449.6793,,
120.uploader,x64,256,60,-1,1,0,1.0,1.0,1,40580.322,40580.322,40580.322,measured,476.9646666666667,827.9646,40103.35733333333,39752.3574
120.uploader,x64,256,60,0,3,0,1.0,0.3333333333333333,3,6439.595333333332,1411.61,15580.701499999997,warmup_only,476.9646666666667,827.9646,5962.630666666665,14752.736899999998
120.uploader,x64,256,120,-1,1,1,0.0,0.0,0,,,,measured,22088.682,22088.682,,
120.uploader,x64,256,120,0,3,1,0.6666666666666666,0.3333333333333333,2,7580.1155,7580.1155,13865.671849999999,warmup_only,22088.682,22088.682,-14508.5665,-8223.010150000002
120.uploader,x64,256,300,-1,1,1,0.0,0.0,0,,,,measured,2167.305333333333,5147.904399999999,,
120.uploader,x64,256,300,0,1,0,1.0,1.0,1,38409.274,38409.274,38409.274,warmup_only,2167.305333333333,5147.904399999999,36241.96866666667,33261.3696
120.uploader,x64,256,900,0,1,1,0.0,0.0,0,,,,warmup_only,471.9463333333333,590.033,,
120.uploader,x64,512,60,-1,1,1,0.0,0.0,0,,,,measured,638.7325,767.07655,,
120.uploader,x64,512,60,0,1,0,1.0,1.0,1,3667.644,3667.644,3667.644,warmup_only,638.7325,767.07655,3028.9114999999997,2900.5674499999996
120.uploader,x64,512,120,-1,1,0,1.0,1.0,1,28979.757,28979.757,28979.757,measured,562.8083333333334,740.2691,28416.948666666667,28239.4879
120.uploader,x64,512,120,0,1,0,1.0,0.0,1,380.784,380.784,380.784,measured,562.8083333333334,740.2691,-182.0243333333334,-359.4851
120.uploader,x64,512,120,120,1,0,1.0,0.0,1,530.875,530.875,530.875,measured,562.8083333333334,740.2691,-31.933333333333394,-209.39409999999998
120.uploader,x64,512,120,300,1,0,1.0,0.0,1,847.496,847.496,847.496,measured,562.8083333333334,740.2691,284.6876666666666,107.2269
120.uploader,x64,512,120,600,1,0,1.0,0.0,1,953.094,953.094,953.094,measured,562.8083333333334,740.2691,390.28566666666666,212.82490000000007
120.uploader,x64,512,120,900,1,0,1.0,1.0,1,17069.448,17069.448,17069.448,measured,562.8083333333334,740.2691,16506.639666666666,16329.1789
120.uploader,x64,512,300,-1,1,0,1.0,1.0,1,20718.842,20718.842,20718.842,measured,343.449,351.903,20375.393,20366.939000000002
120.uploader,x64,512,300,0,1,0,1.0,0.0,1,1251.337,1251.337,1251.337,measured,343.449,351.903,907.8879999999999,899.434
