benchmark,architecture,memory_mb,timeout_sec,concurrency,invocations,failed_invocations,success_rate,rounds,cold_rate,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,profile_source,warm_only_successful_invocations,warm_only_mean_client_latency_ms,warm_only_p50_latency_ms,warm_only_p95_latency_ms,warm_only_p99_latency_ms,warm_mean_client_latency_ms,warm_p50_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,latency_slowdown_mean,latency_slowdown_p50,latency_slowdown_p95,latency_slowdown_p99
110.dynamic-html,arm64,512,300,4,20,0,1.0,5,0.0,20,31.50015,31.299500000000002,42.06425,43.17765,measured,20,31.50015,31.299500000000002,42.06425,43.17765,33.131,33.159,33.522600000000004,33.55492,0.950775708550904,0.9439217105461565,1.2548027300985005,1.2867755309802555
110.dynamic-html,arm64,512,900,1,5,0,1.0,5,0.0,5,31.2772,31.792,32.0616,32.11232,measured,5,31.2772,31.792,32.0616,32.11232,27.894,28.362,28.4277,28.43354,1.1212877321287733,1.120936464283196,1.1278295465338384,1.1293817090661238
110.dynamic-html,arm64,512,900,2,10,0,1.0,5,0.0,10,28.816899999999997,28.9065,33.46155,33.60591,measured,10,28.816899999999997,28.9065,33.46155,33.60591,27.894,28.362,28.4277,28.43354,1.0330859683085967,1.0191982229744025,1.177075528445847,1.181910870049948
110.dynamic-html,arm64,512,900,4,20,0,1.0,5,0.05,20,60.33225,30.7455,78.83795000000036,463.3059899999994,measured,19,34.06431578947368,30.067,47.57519999999999,52.35024,27.894,28.362,28.4277,28.43354,1.2212058431732158,1.0601156476976237,1.6735507972857455,1.8411439447919604
110.dynamic-html,arm64,1024,60,1,5,0,1.0,5,0.0,5,27.719,27.819,28.4456,28.457919999999998,measured,5,27.719,27.819,28.4456,28.457919999999998,27.82933333333333,28.618,29.0482,29.08644,0.9960353583748563,0.9720805087707037,0.9792551689949807,0.9783913053642865
110.dynamic-html,arm64,1024,60,2,10,0,1.0,5,0.0,10,27.7705,29.847,32.006949999999996,32.65099,measured,10,27.7705,29.847,32.006949999999996,32.65099,27.82933333333333,28.618,29.0482,29.08644,0.9978859237255654,1.0429449996505697,1.1018565694259883,1.1225502330295491
110.dynamic-html,arm64,1024,60,4,20,0,1.0,5,0.05,20,57.80800000000001,30.7175,71.58075000000034,438.3377499999994,measured,19,32.954368421052635,30.715,44.29659999999999,46.82092,27.82933333333333,28.618,29.0482,29.08644,1.1841594631942065,1.0732755608358375,1.5249344193443997,1.6097164176846668
110.dynamic-html,arm64,1024,120,1,5,0,1.0,5,0.0,5,27.6022,27.983,29.7718,30.02396,measured,5,27.6022,27.983,29.7718,30.02396,34.82933333333333,35.893,35.9497,35.95474,0.7924986601332211,0.7796227676705765,0.828151556202138,0.8350487307097756
110.dynamic-html,arm64,1024,120,2,10,0,1.0,5,0.1,10,76.2194,27.718,296.65389999999945,468.5531800000001,measured,9,27.851777777777777,27.419,33.324,33.8888,34.82933333333333,35.893,35.9497,35.95474,0.7996643952734604,0.7639093973755329,0.9269618383463561,0.9425405384658602
110.dynamic-html,arm64,1024,120,4,20,0,1.0,5,0.05,20,54.631150000000005,29.9135,66.75845000000032,416.4260899999994,measured,19,30.988421052631576,29.296,43.4201,43.687219999999996,34.82933333333333,35.893,35.9497,35.95474,0.8897219121611547,0.816203716602123,1.207801455923137,1.2150614911969881
110.dynamic-html,arm64,1024,300,1,5,0,1.0,5,0.0,5,27.9212,27.87,29.122,29.3188,measured,5,27.9212,27.87,29.122,29.3188,34.156666666666666,34.239,34.708800000000004,34.75056,0.8174451058846491,0.8139840532725839,0.8390379385055086,0.843692878618359
